,date,project,relative_interest
800,2004-11-01,mlpack,0.0
801,2004-11-01,robotframework,0.0
802,2004-11-01,openssl,123.0
803,2004-11-01,ITK,58.0
804,2004-11-01,junit4,0.0
805,2004-11-01,struts1,333.0
806,2004-11-01,PyTables,36.0
807,2004-11-01,pycrypto,0.0
808,2004-11-01,paramiko,0.0
809,2004-11-01,rails,15.0
810,2004-11-01,camping,28.0
811,2004-11-01,django,2.0
812,2004-11-01,botan,0.0
813,2004-11-01,pytest,0.0
814,2004-11-01,struts,162.0
815,2004-11-01,testng,6.0
816,2004-11-01,Resteasy,0.0
817,2004-11-01,cppcms,120.0
818,2004-11-01,mahout,0.0
819,2004-11-01,cxf,0.0
820,2004-11-01,googletest,37.0
821,2004-11-01,minitest,68.0
822,2004-11-01,qunit,0.0
823,2004-11-01,spring-framework,132.0
824,2004-11-01,test-unit,55.0
825,2004-11-01,express,94.0
826,2004-11-01,pandas,0.0
827,2004-11-01,rspec,0.0
828,2004-11-01,statsample,0.0
829,2004-11-01,wt,78.0
830,2004-11-01,Catch2,0.0
831,2004-11-01,backbone,39.0
832,2004-11-01,brakeman,100.0
833,2004-11-01,d3,12.0
834,2004-11-01,flask,47.0
835,2004-11-01,grape,75.0
836,2004-11-01,libtomcrypt,94.0
837,2004-11-01,moa,25.0
838,2004-11-01,sciruby,0.0
839,2004-11-01,sorcery,48.0
840,2004-11-01,spark,20.0
841,2004-11-01,zaproxy,0.0
842,2004-11-01,brain.js,0.0
843,2004-11-01,jstat,36.0
844,2004-11-01,nmatrix,0.0
845,2004-11-01,node js,0.0
846,2004-11-01,orange3,63.0
847,2004-11-01,playframework,0.0
848,2004-11-01,pytorch,0.0
849,2004-11-01,roda,21.0
850,2004-11-01,tensorflow ruby,0.0
851,2004-11-01,web2py,0.0
852,2004-11-01,eve,51.0
853,2004-11-01,bouncy castle,55.0
854,2004-11-01,cpprestsdk,177.0
855,2004-11-01,helmet,56.0
856,2004-11-01,koa,40.0
857,2004-11-01,react,2.0
858,2004-11-01,restbed,93.0
859,2004-11-01,Chart.js,94.0
860,2004-11-01,cypress,78.0
861,2004-11-01,dask,34.0
862,2004-11-01,h2o-3,92.0
863,2004-11-01,hanami,48.0
864,2004-11-01,jest,62.0
865,2004-11-01,synaptic,83.0
866,2004-11-01,jsrsasign,0.0
867,2004-11-01,junit5,0.0
868,2004-11-01,nsp,32.0
869,2004-11-01,pistache,0.0
870,2004-11-01,tensorflow,3.0
871,2004-11-01,vue,66.0
872,2004-11-01,weka 3.8,0.0
873,2004-11-01,cppunit,70.0
874,2004-11-01,tfjs,41.0
875,2004-11-01,fastapi,0.0
876,2004-11-01,deeplearning4j,41.0
877,2004-11-01,faces,155.0
878,2004-11-01,owasp java,0.0
879,2004-11-01,armadillo code,92.0
880,2004-12-01,mlpack,0.0
881,2004-12-01,robotframework,70.0
882,2004-12-01,openssl,83.0
883,2004-12-01,ITK,55.0
884,2004-12-01,junit4,84.0
885,2004-12-01,struts1,379.0
886,2004-12-01,PyTables,0.0
887,2004-12-01,pycrypto,42.0
888,2004-12-01,paramiko,0.0
889,2004-12-01,rails,13.0
890,2004-12-01,camping,29.0
891,2004-12-01,django,2.0
892,2004-12-01,botan,18.0
893,2004-12-01,pytest,0.0
894,2004-12-01,struts,160.0
895,2004-12-01,testng,10.0
896,2004-12-01,Resteasy,0.0
897,2004-12-01,cppcms,106.0
898,2004-12-01,mahout,70.0
899,2004-12-01,cxf,0.0
900,2004-12-01,googletest,35.0
901,2004-12-01,minitest,85.0
902,2004-12-01,qunit,0.0
903,2004-12-01,spring-framework,107.0
904,2004-12-01,test-unit,49.0
905,2004-12-01,express,100.0
906,2004-12-01,pandas,0.0
907,2004-12-01,rspec,10.0
908,2004-12-01,statsample,0.0
909,2004-12-01,wt,71.0
910,2004-12-01,Catch2,0.0
911,2004-12-01,backbone,34.0
912,2004-12-01,brakeman,0.0
913,2004-12-01,d3,13.0
914,2004-12-01,flask,61.0
915,2004-12-01,grape,74.0
916,2004-12-01,libtomcrypt,0.0
917,2004-12-01,moa,18.0
918,2004-12-01,sciruby,0.0
919,2004-12-01,sorcery,44.0
920,2004-12-01,spark,22.0
921,2004-12-01,zaproxy,0.0
922,2004-12-01,brain.js,0.0
923,2004-12-01,jstat,23.0
924,2004-12-01,nmatrix,16.0
925,2004-12-01,node js,0.0
926,2004-12-01,orange3,0.0
927,2004-12-01,playframework,0.0
928,2004-12-01,pytorch,2.0
929,2004-12-01,roda,13.0
930,2004-12-01,tensorflow ruby,0.0
931,2004-12-01,web2py,0.0
932,2004-12-01,eve,65.0
933,2004-12-01,bouncy castle,26.0
934,2004-12-01,cpprestsdk,167.0
935,2004-12-01,helmet,62.0
936,2004-12-01,koa,46.0
937,2004-12-01,react,1.0
938,2004-12-01,restbed,82.0
939,2004-12-01,Chart.js,87.0
940,2004-12-01,cypress,86.0
941,2004-12-01,dask,0.0
942,2004-12-01,h2o-3,62.0
943,2004-12-01,hanami,57.0
944,2004-12-01,jest,62.0
945,2004-12-01,synaptic,90.0
946,2004-12-01,jsrsasign,0.0
947,2004-12-01,junit5,0.0
948,2004-12-01,nsp,30.0
949,2004-12-01,pistache,0.0
950,2004-12-01,tensorflow,0.0
951,2004-12-01,vue,44.0
952,2004-12-01,weka 3.8,0.0
953,2004-12-01,cppunit,83.0
954,2004-12-01,tfjs,0.0
955,2004-12-01,fastapi,10.0
956,2004-12-01,deeplearning4j,0.0
957,2004-12-01,faces,129.0
958,2004-12-01,owasp java,0.0
959,2004-12-01,armadillo code,152.0
960,2005-01-01,mlpack,100.0
961,2005-01-01,robotframework,22.0
962,2005-01-01,openssl,124.0
963,2005-01-01,ITK,87.0
964,2005-01-01,junit4,0.0
965,2005-01-01,struts1,256.0
966,2005-01-01,PyTables,76.0
967,2005-01-01,pycrypto,58.0
968,2005-01-01,paramiko,0.0
969,2005-01-01,rails,25.0
970,2005-01-01,camping,35.0
971,2005-01-01,django,2.0
972,2005-01-01,botan,12.0
973,2005-01-01,pytest,0.0
974,2005-01-01,struts,152.0
975,2005-01-01,testng,23.0
976,2005-01-01,Resteasy,0.0
977,2005-01-01,cppcms,76.0
978,2005-01-01,mahout,0.0
979,2005-01-01,cxf,8.0
980,2005-01-01,googletest,39.0
981,2005-01-01,minitest,100.0
982,2005-01-01,qunit,0.0
983,2005-01-01,spring-framework,148.0
984,2005-01-01,test-unit,76.0
985,2005-01-01,express,93.0
986,2005-01-01,pandas,2.0
987,2005-01-01,rspec,0.0
988,2005-01-01,statsample,0.0
989,2005-01-01,wt,72.0
990,2005-01-01,Catch2,0.0
991,2005-01-01,backbone,33.0
992,2005-01-01,brakeman,0.0
993,2005-01-01,d3,11.0
994,2005-01-01,flask,59.0
995,2005-01-01,grape,21.0
996,2005-01-01,libtomcrypt,0.0
997,2005-01-01,moa,11.0
998,2005-01-01,sciruby,0.0
999,2005-01-01,sorcery,27.0
1000,2005-01-01,spark,19.0
1001,2005-01-01,zaproxy,0.0
1002,2005-01-01,brain.js,28.0
1003,2005-01-01,jstat,18.0
1004,2005-01-01,nmatrix,0.0
1005,2005-01-01,node js,0.0
1006,2005-01-01,orange3,0.0
1007,2005-01-01,playframework,7.0
1008,2005-01-01,pytorch,0.0
1009,2005-01-01,roda,20.0
1010,2005-01-01,tensorflow ruby,0.0
1011,2005-01-01,web2py,0.0
1012,2005-01-01,eve,42.0
1013,2005-01-01,bouncy castle,23.0
1014,2005-01-01,cpprestsdk,144.0
1015,2005-01-01,helmet,50.0
1016,2005-01-01,koa,67.0
1017,2005-01-01,react,1.0
1018,2005-01-01,restbed,73.0
1019,2005-01-01,Chart.js,0.0
1020,2005-01-01,cypress,76.0
1021,2005-01-01,dask,57.0
1022,2005-01-01,h2o-3,163.0
1023,2005-01-01,hanami,0.0
1024,2005-01-01,jest,65.0
1025,2005-01-01,synaptic,91.0
1026,2005-01-01,jsrsasign,0.0
1027,2005-01-01,junit5,0.0
1028,2005-01-01,nsp,40.0
1029,2005-01-01,pistache,0.0
1030,2005-01-01,tensorflow,1.0
1031,2005-01-01,vue,63.0
1032,2005-01-01,weka 3.8,0.0
1033,2005-01-01,cppunit,92.0
1034,2005-01-01,tfjs,0.0
1035,2005-01-01,fastapi,0.0
1036,2005-01-01,deeplearning4j,0.0
1037,2005-01-01,faces,147.0
1038,2005-01-01,owasp java,0.0
1039,2005-01-01,armadillo code,226.0
1040,2005-02-01,mlpack,102.0
1041,2005-02-01,robotframework,30.0
1042,2005-02-01,openssl,117.0
1043,2005-02-01,ITK,36.0
1044,2005-02-01,junit4,35.0
1045,2005-02-01,struts1,341.0
1046,2005-02-01,PyTables,0.0
1047,2005-02-01,pycrypto,32.0
1048,2005-02-01,paramiko,0.0
1049,2005-02-01,rails,29.0
1050,2005-02-01,camping,38.0
1051,2005-02-01,django,3.0
1052,2005-02-01,botan,100.0
1053,2005-02-01,pytest,0.0
1054,2005-02-01,struts,160.0
1055,2005-02-01,testng,22.0
1056,2005-02-01,Resteasy,0.0
1057,2005-02-01,cppcms,74.0
1058,2005-02-01,mahout,0.0
1059,2005-02-01,cxf,0.0
1060,2005-02-01,googletest,57.0
1061,2005-02-01,minitest,138.0
1062,2005-02-01,qunit,0.0
1063,2005-02-01,spring-framework,136.0
1064,2005-02-01,test-unit,95.0
1065,2005-02-01,express,85.0
1066,2005-02-01,pandas,1.0
1067,2005-02-01,rspec,15.0
1068,2005-02-01,statsample,78.0
1069,2005-02-01,wt,65.0
1070,2005-02-01,Catch2,73.0
1071,2005-02-01,backbone,32.0
1072,2005-02-01,brakeman,0.0
1073,2005-02-01,d3,14.0
1074,2005-02-01,flask,51.0
1075,2005-02-01,grape,57.0
1076,2005-02-01,libtomcrypt,0.0
1077,2005-02-01,moa,26.0
1078,2005-02-01,sciruby,0.0
1079,2005-02-01,sorcery,28.0
1080,2005-02-01,spark,23.0
1081,2005-02-01,zaproxy,0.0
1082,2005-02-01,brain.js,51.0
1083,2005-02-01,jstat,0.0
1084,2005-02-01,nmatrix,0.0
1085,2005-02-01,node js,0.0
1086,2005-02-01,orange3,0.0
1087,2005-02-01,playframework,0.0
1088,2005-02-01,pytorch,0.0
1089,2005-02-01,roda,16.0
1090,2005-02-01,tensorflow ruby,0.0
1091,2005-02-01,web2py,0.0
1092,2005-02-01,eve,40.0
1093,2005-02-01,bouncy castle,52.0
1094,2005-02-01,cpprestsdk,140.0
1095,2005-02-01,helmet,35.0
1096,2005-02-01,koa,66.0
1097,2005-02-01,react,1.0
1098,2005-02-01,restbed,66.0
1099,2005-02-01,Chart.js,0.0
1100,2005-02-01,cypress,66.0
1101,2005-02-01,dask,20.0
1102,2005-02-01,h2o-3,118.0
1103,2005-02-01,hanami,0.0
1104,2005-02-01,jest,58.0
1105,2005-02-01,synaptic,89.0
1106,2005-02-01,jsrsasign,0.0
1107,2005-02-01,junit5,37.0
1108,2005-02-01,nsp,31.0
1109,2005-02-01,pistache,100.0
1110,2005-02-01,tensorflow,0.0
1111,2005-02-01,vue,47.0
1112,2005-02-01,weka 3.8,0.0
1113,2005-02-01,cppunit,71.0
1114,2005-02-01,tfjs,0.0
1115,2005-02-01,fastapi,0.0
1116,2005-02-01,deeplearning4j,16.0
1117,2005-02-01,faces,140.0
1118,2005-02-01,owasp java,100.0
1119,2005-02-01,armadillo code,52.0
1120,2005-03-01,mlpack,63.0
1121,2005-03-01,robotframework,98.0
1122,2005-03-01,openssl,127.0
1123,2005-03-01,ITK,51.0
1124,2005-03-01,junit4,59.0
1125,2005-03-01,struts1,325.0
1126,2005-03-01,PyTables,0.0
1127,2005-03-01,pycrypto,100.0
1128,2005-03-01,paramiko,0.0
1129,2005-03-01,rails,37.0
1130,2005-03-01,camping,39.0
1131,2005-03-01,django,1.0
1132,2005-03-01,botan,10.0
1133,2005-03-01,pytest,3.0
1134,2005-03-01,struts,156.0
1135,2005-03-01,testng,33.0
1136,2005-03-01,Resteasy,0.0
1137,2005-03-01,cppcms,79.0
1138,2005-03-01,mahout,49.0
1139,2005-03-01,cxf,0.0
1140,2005-03-01,googletest,37.0
1141,2005-03-01,minitest,80.0
1142,2005-03-01,qunit,0.0
1143,2005-03-01,spring-framework,169.0
1144,2005-03-01,test-unit,55.0
1145,2005-03-01,express,79.0
1146,2005-03-01,pandas,2.0
1147,2005-03-01,rspec,0.0
1148,2005-03-01,statsample,0.0
1149,2005-03-01,wt,81.0
1150,2005-03-01,Catch2,0.0
1151,2005-03-01,backbone,28.0
1152,2005-03-01,brakeman,0.0
1153,2005-03-01,d3,12.0
1154,2005-03-01,flask,39.0
1155,2005-03-01,grape,55.0
1156,2005-03-01,libtomcrypt,0.0
1157,2005-03-01,moa,18.0
1158,2005-03-01,sciruby,18.0
1159,2005-03-01,sorcery,81.0
1160,2005-03-01,spark,20.0
1161,2005-03-01,zaproxy,0.0
1162,2005-03-01,brain.js,119.0
1163,2005-03-01,jstat,0.0
1164,2005-03-01,nmatrix,14.0
1165,2005-03-01,node js,1.0
1166,2005-03-01,orange3,0.0
1167,2005-03-01,playframework,82.0
1168,2005-03-01,pytorch,0.0
1169,2005-03-01,roda,20.0
1170,2005-03-01,tensorflow ruby,0.0
1171,2005-03-01,web2py,25.0
1172,2005-03-01,eve,35.0
1173,2005-03-01,bouncy castle,49.0
1174,2005-03-01,cpprestsdk,150.0
1175,2005-03-01,helmet,57.0
1176,2005-03-01,koa,58.0
1177,2005-03-01,react,1.0
1178,2005-03-01,restbed,76.0
1179,2005-03-01,Chart.js,0.0
1180,2005-03-01,cypress,71.0
1181,2005-03-01,dask,40.0
1182,2005-03-01,h2o-3,145.0
1183,2005-03-01,hanami,0.0
1184,2005-03-01,jest,61.0
1185,2005-03-01,synaptic,80.0
1186,2005-03-01,jsrsasign,58.0
1187,2005-03-01,junit5,0.0
1188,2005-03-01,nsp,26.0
1189,2005-03-01,pistache,0.0
1190,2005-03-01,tensorflow,0.0
1191,2005-03-01,vue,85.0
1192,2005-03-01,weka 3.8,0.0
1193,2005-03-01,cppunit,84.0
1194,2005-03-01,tfjs,100.0
1195,2005-03-01,fastapi,0.0
1196,2005-03-01,deeplearning4j,28.0
1197,2005-03-01,faces,243.0
1198,2005-03-01,owasp java,0.0
1199,2005-03-01,armadillo code,79.0
1200,2005-04-01,mlpack,0.0
1201,2005-04-01,robotframework,0.0
1202,2005-04-01,openssl,125.0
1203,2005-04-01,ITK,49.0
1204,2005-04-01,junit4,91.0
1205,2005-04-01,struts1,274.0
1206,2005-04-01,PyTables,0.0
1207,2005-04-01,pycrypto,24.0
1208,2005-04-01,paramiko,40.0
1209,2005-04-01,rails,38.0
1210,2005-04-01,camping,56.0
1211,2005-04-01,django,2.0
1212,2005-04-01,botan,0.0
1213,2005-04-01,pytest,0.0
1214,2005-04-01,struts,160.0
1215,2005-04-01,testng,0.0
1216,2005-04-01,Resteasy,52.0
1217,2005-04-01,cppcms,76.0
1218,2005-04-01,mahout,0.0
1219,2005-04-01,cxf,14.0
1220,2005-04-01,googletest,85.0
1221,2005-04-01,minitest,152.0
1222,2005-04-01,qunit,0.0
1223,2005-04-01,spring-framework,226.0
1224,2005-04-01,test-unit,59.0
1225,2005-04-01,express,78.0
1226,2005-04-01,pandas,0.0
1227,2005-04-01,rspec,0.0
1228,2005-04-01,statsample,0.0
1229,2005-04-01,wt,74.0
1230,2005-04-01,Catch2,0.0
1231,2005-04-01,backbone,36.0
1232,2005-04-01,brakeman,0.0
1233,2005-04-01,d3,12.0
1234,2005-04-01,flask,35.0
1235,2005-04-01,grape,51.0
1236,2005-04-01,libtomcrypt,55.0
1237,2005-04-01,moa,20.0
1238,2005-04-01,sciruby,0.0
1239,2005-04-01,sorcery,28.0
1240,2005-04-01,spark,22.0
1241,2005-04-01,zaproxy,0.0
1242,2005-04-01,brain.js,28.0
1243,2005-04-01,jstat,47.0
1244,2005-04-01,nmatrix,0.0
1245,2005-04-01,node js,0.0
1246,2005-04-01,orange3,0.0
1247,2005-04-01,playframework,7.0
1248,2005-04-01,pytorch,0.0
1249,2005-04-01,roda,20.0
1250,2005-04-01,tensorflow ruby,0.0
1251,2005-04-01,web2py,0.0
1252,2005-04-01,eve,42.0
1253,2005-04-01,bouncy castle,0.0
1254,2005-04-01,cpprestsdk,148.0
1255,2005-04-01,helmet,70.0
1256,2005-04-01,koa,62.0
1257,2005-04-01,react,1.0
1258,2005-04-01,restbed,76.0
1259,2005-04-01,Chart.js,0.0
1260,2005-04-01,cypress,77.0
1261,2005-04-01,dask,0.0
1262,2005-04-01,h2o-3,107.0
1263,2005-04-01,hanami,0.0
1264,2005-04-01,jest,57.0
1265,2005-04-01,synaptic,91.0
1266,2005-04-01,jsrsasign,0.0
1267,2005-04-01,junit5,100.0
1268,2005-04-01,nsp,44.0
1269,2005-04-01,pistache,0.0
1270,2005-04-01,tensorflow,0.0
1271,2005-04-01,vue,46.0
1272,2005-04-01,weka 3.8,0.0
1273,2005-04-01,cppunit,63.0
1274,2005-04-01,tfjs,0.0
1275,2005-04-01,fastapi,0.0
1276,2005-04-01,deeplearning4j,19.0
1277,2005-04-01,faces,152.0
1278,2005-04-01,owasp java,14.0
1279,2005-04-01,armadillo code,63.0
1280,2005-05-01,mlpack,26.0
1281,2005-05-01,robotframework,0.0
1282,2005-05-01,openssl,108.0
1283,2005-05-01,ITK,78.0
1284,2005-05-01,junit4,0.0
1285,2005-05-01,struts1,348.0
1286,2005-05-01,PyTables,70.0
1287,2005-05-01,pycrypto,40.0
1288,2005-05-01,paramiko,0.0
1289,2005-05-01,rails,51.0
1290,2005-05-01,camping,64.0
1291,2005-05-01,django,2.0
1292,2005-05-01,botan,0.0
1293,2005-05-01,pytest,0.0
1294,2005-05-01,struts,170.0
1295,2005-05-01,testng,9.0
1296,2005-05-01,Resteasy,26.0
1297,2005-05-01,cppcms,96.0
1298,2005-05-01,mahout,0.0
1299,2005-05-01,cxf,0.0
1300,2005-05-01,googletest,42.0
1301,2005-05-01,minitest,164.0
1302,2005-05-01,qunit,0.0
1303,2005-05-01,spring-framework,232.0
1304,2005-05-01,test-unit,54.0
1305,2005-05-01,express,74.0
1306,2005-05-01,pandas,0.0
1307,2005-05-01,rspec,0.0
1308,2005-05-01,statsample,43.0
1309,2005-05-01,wt,51.0
1310,2005-05-01,Catch2,0.0
1311,2005-05-01,backbone,31.0
1312,2005-05-01,brakeman,0.0
1313,2005-05-01,d3,10.0
1314,2005-05-01,flask,35.0
1315,2005-05-01,grape,49.0
1316,2005-05-01,libtomcrypt,0.0
1317,2005-05-01,moa,10.0
1318,2005-05-01,sciruby,0.0
1319,2005-05-01,sorcery,26.0
1320,2005-05-01,spark,21.0
1321,2005-05-01,zaproxy,0.0
1322,2005-05-01,brain.js,46.0
1323,2005-05-01,jstat,25.0
1324,2005-05-01,nmatrix,0.0
1325,2005-05-01,node js,2.0
1326,2005-05-01,orange3,0.0
1327,2005-05-01,playframework,14.0
1328,2005-05-01,pytorch,0.0
1329,2005-05-01,roda,16.0
1330,2005-05-01,tensorflow ruby,0.0
1331,2005-05-01,web2py,0.0
1332,2005-05-01,eve,39.0
1333,2005-05-01,bouncy castle,104.0
1334,2005-05-01,cpprestsdk,140.0
1335,2005-05-01,helmet,65.0
1336,2005-05-01,koa,52.0
1337,2005-05-01,react,1.0
1338,2005-05-01,restbed,73.0
1339,2005-05-01,Chart.js,21.0
1340,2005-05-01,cypress,64.0
1341,2005-05-01,dask,0.0
1342,2005-05-01,h2o-3,95.0
1343,2005-05-01,hanami,24.0
1344,2005-05-01,jest,54.0
1345,2005-05-01,synaptic,91.0
1346,2005-05-01,jsrsasign,0.0
1347,2005-05-01,junit5,0.0
1348,2005-05-01,nsp,49.0
1349,2005-05-01,pistache,0.0
1350,2005-05-01,tensorflow,0.0
1351,2005-05-01,vue,63.0
1352,2005-05-01,weka 3.8,0.0
1353,2005-05-01,cppunit,82.0
1354,2005-05-01,tfjs,0.0
1355,2005-05-01,fastapi,0.0
1356,2005-05-01,deeplearning4j,0.0
1357,2005-05-01,faces,161.0
1358,2005-05-01,owasp java,18.0
1359,2005-05-01,armadillo code,146.0
1360,2005-06-01,mlpack,47.0
1361,2005-06-01,robotframework,95.0
1362,2005-06-01,openssl,129.0
1363,2005-06-01,ITK,93.0
1364,2005-06-01,junit4,11.0
1365,2005-06-01,struts1,352.0
1366,2005-06-01,PyTables,26.0
1367,2005-06-01,pycrypto,49.0
1368,2005-06-01,paramiko,0.0
1369,2005-06-01,rails,64.0
1370,2005-06-01,camping,80.0
1371,2005-06-01,django,3.0
1372,2005-06-01,botan,0.0
1373,2005-06-01,pytest,0.0
1374,2005-06-01,struts,200.0
1375,2005-06-01,testng,32.0
1376,2005-06-01,Resteasy,0.0
1377,2005-06-01,cppcms,73.0
1378,2005-06-01,mahout,58.0
1379,2005-06-01,cxf,0.0
1380,2005-06-01,googletest,38.0
1381,2005-06-01,minitest,83.0
1382,2005-06-01,qunit,0.0
1383,2005-06-01,spring-framework,216.0
1384,2005-06-01,test-unit,63.0
1385,2005-06-01,express,73.0
1386,2005-06-01,pandas,1.0
1387,2005-06-01,rspec,7.0
1388,2005-06-01,statsample,52.0
1389,2005-06-01,wt,62.0
1390,2005-06-01,Catch2,0.0
1391,2005-06-01,backbone,34.0
1392,2005-06-01,brakeman,0.0
1393,2005-06-01,d3,12.0
1394,2005-06-01,flask,36.0
1395,2005-06-01,grape,55.0
1396,2005-06-01,libtomcrypt,0.0
1397,2005-06-01,moa,11.0
1398,2005-06-01,sciruby,0.0
1399,2005-06-01,sorcery,45.0
1400,2005-06-01,spark,20.0
1401,2005-06-01,zaproxy,0.0
1402,2005-06-01,brain.js,0.0
1403,2005-06-01,jstat,19.0
1404,2005-06-01,nmatrix,0.0
1405,2005-06-01,node js,0.0
1406,2005-06-01,orange3,0.0
1407,2005-06-01,playframework,0.0
1408,2005-06-01,pytorch,0.0
1409,2005-06-01,roda,18.0
1410,2005-06-01,tensorflow ruby,93.0
1411,2005-06-01,web2py,85.0
1412,2005-06-01,eve,45.0
1413,2005-06-01,bouncy castle,60.0
1414,2005-06-01,cpprestsdk,212.0
1415,2005-06-01,helmet,60.0
1416,2005-06-01,koa,74.0
1417,2005-06-01,react,1.0
1418,2005-06-01,restbed,109.0
1419,2005-06-01,Chart.js,89.0
1420,2005-06-01,cypress,63.0
1421,2005-06-01,dask,26.0
1422,2005-06-01,h2o-3,98.0
1423,2005-06-01,hanami,51.0
1424,2005-06-01,jest,61.0
1425,2005-06-01,synaptic,100.0
1426,2005-06-01,jsrsasign,0.0
1427,2005-06-01,junit5,0.0
1428,2005-06-01,nsp,52.0
1429,2005-06-01,pistache,0.0
1430,2005-06-01,tensorflow,0.0
1431,2005-06-01,vue,56.0
1432,2005-06-01,weka 3.8,38.0
1433,2005-06-01,cppunit,87.0
1434,2005-06-01,tfjs,0.0
1435,2005-06-01,fastapi,0.0
1436,2005-06-01,deeplearning4j,24.0
1437,2005-06-01,faces,170.0
1438,2005-06-01,owasp java,0.0
1439,2005-06-01,armadillo code,60.0
1440,2005-07-01,mlpack,0.0
1441,2005-07-01,robotframework,50.0
1442,2005-07-01,openssl,107.0
1443,2005-07-01,ITK,46.0
1444,2005-07-01,junit4,52.0
1445,2005-07-01,struts1,283.0
1446,2005-07-01,PyTables,30.0
1447,2005-07-01,pycrypto,32.0
1448,2005-07-01,paramiko,66.0
1449,2005-07-01,rails,109.0
1450,2005-07-01,camping,93.0
1451,2005-07-01,django,7.0
1452,2005-07-01,botan,0.0
1453,2005-07-01,pytest,0.0
1454,2005-07-01,struts,160.0
1455,2005-07-01,testng,31.0
1456,2005-07-01,Resteasy,0.0
1457,2005-07-01,cppcms,70.0
1458,2005-07-01,mahout,0.0
1459,2005-07-01,cxf,0.0
1460,2005-07-01,googletest,52.0
1461,2005-07-01,minitest,65.0
1462,2005-07-01,qunit,18.0
1463,2005-07-01,spring-framework,193.0
1464,2005-07-01,test-unit,63.0
1465,2005-07-01,express,85.0
1466,2005-07-01,pandas,0.0
1467,2005-07-01,rspec,0.0
1468,2005-07-01,statsample,0.0
1469,2005-07-01,wt,72.0
1470,2005-07-01,Catch2,0.0
1471,2005-07-01,backbone,28.0
1472,2005-07-01,brakeman,0.0
1473,2005-07-01,d3,10.0
1474,2005-07-01,flask,34.0
1475,2005-07-01,grape,48.0
1476,2005-07-01,libtomcrypt,78.0
1477,2005-07-01,moa,11.0
1478,2005-07-01,sciruby,0.0
1479,2005-07-01,sorcery,53.0
1480,2005-07-01,spark,20.0
1481,2005-07-01,zaproxy,0.0
1482,2005-07-01,brain.js,0.0
1483,2005-07-01,jstat,0.0
1484,2005-07-01,nmatrix,0.0
1485,2005-07-01,node js,102.0
1486,2005-07-01,orange3,0.0
1487,2005-07-01,playframework,37.0
1488,2005-07-01,pytorch,2.0
1489,2005-07-01,roda,21.0
1490,2005-07-01,tensorflow ruby,0.0
1491,2005-07-01,web2py,0.0
1492,2005-07-01,eve,49.0
1493,2005-07-01,bouncy castle,84.0
1494,2005-07-01,cpprestsdk,146.0
1495,2005-07-01,helmet,66.0
1496,2005-07-01,koa,70.0
1497,2005-07-01,react,1.0
1498,2005-07-01,restbed,73.0
1499,2005-07-01,Chart.js,0.0
1500,2005-07-01,cypress,61.0
1501,2005-07-01,dask,61.0
1502,2005-07-01,h2o-3,152.0
1503,2005-07-01,hanami,100.0
1504,2005-07-01,jest,34.0
1505,2005-07-01,synaptic,85.0
1506,2005-07-01,jsrsasign,86.0
1507,2005-07-01,junit5,33.0
1508,2005-07-01,nsp,30.0
1509,2005-07-01,pistache,0.0
1510,2005-07-01,tensorflow,0.0
1511,2005-07-01,vue,59.0
1512,2005-07-01,weka 3.8,58.0
1513,2005-07-01,cppunit,87.0
1514,2005-07-01,tfjs,0.0
1515,2005-07-01,fastapi,0.0
1516,2005-07-01,deeplearning4j,36.0
1517,2005-07-01,faces,160.0
1518,2005-07-01,owasp java,0.0
1519,2005-07-01,armadillo code,62.0
1520,2005-08-01,mlpack,25.0
1521,2005-08-01,robotframework,68.0
1522,2005-08-01,openssl,112.0
1523,2005-08-01,ITK,95.0
1524,2005-08-01,junit4,10.0
1525,2005-08-01,struts1,316.0
1526,2005-08-01,PyTables,0.0
1527,2005-08-01,pycrypto,19.0
1528,2005-08-01,paramiko,0.0
1529,2005-08-01,rails,120.0
1530,2005-08-01,camping,70.0
1531,2005-08-01,django,9.0
1532,2005-08-01,botan,11.0
1533,2005-08-01,pytest,0.0
1534,2005-08-01,struts,160.0
1535,2005-08-01,testng,50.0
1536,2005-08-01,Resteasy,40.0
1537,2005-08-01,cppcms,72.0
1538,2005-08-01,mahout,0.0
1539,2005-08-01,cxf,0.0
1540,2005-08-01,googletest,47.0
1541,2005-08-01,minitest,182.0
1542,2005-08-01,qunit,18.0
1543,2005-08-01,spring-framework,197.0
1544,2005-08-01,test-unit,56.0
1545,2005-08-01,express,80.0
1546,2005-08-01,pandas,1.0
1547,2005-08-01,rspec,0.0
1548,2005-08-01,statsample,0.0
1549,2005-08-01,wt,57.0
1550,2005-08-01,Catch2,0.0
